Donor_Age,Blood_Type,Recency (months),Frequency (times),Monetary (c.c. blood),Time (months),Donation_Location,Target
23.0,AB-,7.0,14.0,2517,72,Hospital,1
24.0,AB+,16.0,4.0,1880,50,Hospital,1
30.0,B+,4.0,35.0,6351,5,Clinic,0
60.0,A-,14.0,41.0,7663,66,Hospital,0
32.0,A-,16.0,51.0,14065,75,Mobile_Bus,0
37.0,O+,7.0,11.0,4546,92,Mobile_Bus,1
51.0,O+,6.0,21.0,13516,20,Clinic,1
45.0,A+,3.0,16.0,642,52,Clinic,0
24.0,O+,22.0,52.0,14330,91,Clinic,1
36.0,O-,19.0,58.0,9898,88,Clinic,0
48.0,AB-,12.0,42.0,965,56,Mobile_Bus,1
58.0,AB-,,22.0,5089,76,Hospital,1
62.0,O-,16.0,45.0,14846,32,Mobile_Bus,0
37.0,AB-,29.0,32.0,826,55,Hospital,0
32.0,A+,24.0,53.0,415,58,Hospital,1
61.0,AB+,1.0,20.0,4409,28,Mobile_Bus,0
22.0,O-,8.0,,6312,1,Mobile_Bus,0
34.0,A+,23.0,29.0,2297,31,Hospital,0
36.0,B+,23.0,59.0,14680,44,Hospital,0
24.0,O+,28.0,,3654,73,Mobile_Bus,1
26.0,O+,2.0,39.0,3858,25,Clinic,0
24.0,AB+,19.0,41.0,4377,52,Mobile_Bus,0
41.0,A-,6.0,17.0,5569,81,Clinic,1
41.0,A-,4.0,47.0,9758,96,Mobile_Bus,0
20.0,A-,24.0,58.0,4228,14,Hospital,1
21.0,A-,21.0,23.0,12728,94,Mobile_Bus,0
25.0,AB+,16.0,7.0,12743,13,Hospital,0
55.0,O-,2.0,51.0,812,33,Hospital,1
37.0,AB-,13.0,39.0,9555,98,Clinic,0
63.0,AB+,14.0,16.0,2120,49,Mobile_Bus,0
62.0,A-,14.0,49.0,10952,16,Clinic,0
28.0,O-,,28.0,10243,64,Mobile_Bus,0
64.0,B-,7.0,48.0,9975,59,Hospital,1
61.0,A+,,44.0,1838,82,Clinic,1
33.0,A+,1.0,37.0,14886,71,Clinic,0
24.0,O-,7.0,27.0,8302,91,Mobile_Bus,0
29.0,B+,10.0,17.0,9386,66,Mobile_Bus,1
35.0,AB+,23.0,47.0,12523,72,Hospital,1
,B+,1.0,48.0,11527,32,Mobile_Bus,1
50.0,O+,22.0,21.0,7764,40,Hospital,1
34.0,B-,3.0,9.0,9764,62,Hospital,1
58.0,AB-,21.0,39.0,6019,69,Hospital,0
61.0,AB-,20.0,57.0,5155,78,Hospital,0
42.0,O+,16.0,24.0,8679,75,Mobile_Bus,0
35.0,AB+,22.0,29.0,4619,65,Mobile_Bus,1
61.0,O-,7.0,53.0,617,78,Clinic,0
22.0,O+,,36.0,5894,17,Clinic,0
54.0,B+,17.0,46.0,12076,73,Clinic,0
,O-,2.0,2.0,6907,6,Clinic,0
34.0,A-,21.0,27.0,9156,66,Clinic,1
60.0,A-,1.0,,10131,78,Hospital,1
46.0,AB+,17.0,9.0,7758,21,Clinic,0
64.0,O-,27.0,24.0,9577,51,Hospital,1
27.0,B-,10.0,15.0,1387,19,Clinic,1
58.0,A+,29.0,52.0,9643,70,Clinic,0
62.0,O+,13.0,,268,99,Mobile_Bus,0
61.0,AB+,11.0,48.0,3663,63,Mobile_Bus,0
37.0,A-,6.0,30.0,1983,27,Mobile_Bus,0
29.0,B+,1.0,26.0,4316,55,Hospital,1
55.0,O+,18.0,23.0,14481,70,Hospital,1
30.0,A-,21.0,23.0,8134,17,Hospital,1
36.0,B+,3.0,31.0,5442,92,Clinic,0
64.0,B-,8.0,43.0,10555,52,Hospital,0
45.0,B+,27.0,43.0,7687,75,Mobile_Bus,1
28.0,AB-,14.0,39.0,7874,18,Clinic,0
52.0,AB+,17.0,58.0,1402,6,Mobile_Bus,1
53.0,O-,20.0,22.0,13372,9,Clinic,0
32.0,B+,20.0,14.0,2677,67,Mobile_Bus,1
40.0,AB-,3.0,18.0,12883,50,Mobile_Bus,0
50.0,A-,8.0,,14544,86,Mobile_Bus,0
57.0,A-,23.0,48.0,4372,10,Clinic,0
41.0,O+,18.0,9.0,4436,72,Hospital,1
28.0,O-,19.0,12.0,5970,45,Mobile_Bus,1
61.0,O+,14.0,45.0,9101,58,Clinic,0
33.0,A+,20.0,18.0,12651,43,Clinic,0
37.0,A+,29.0,43.0,6696,99,Clinic,1
51.0,A-,14.0,32.0,1088,5,Mobile_Bus,0
,B+,1.0,41.0,13594,35,Hospital,0
61.0,AB+,4.0,34.0,8928,32,Hospital,1
61.0,AB+,17.0,2.0,745,68,Hospital,1
19.0,A+,18.0,35.0,7976,14,Hospital,1
31.0,O+,,39.0,4834,92,Clinic,1
61.0,B+,12.0,47.0,4804,66,Hospital,1
20.0,AB-,1.0,57.0,10396,98,Clinic,0
25.0,B-,24.0,34.0,5472,37,Hospital,0
43.0,A+,26.0,22.0,14115,29,Clinic,1
20.0,A-,27.0,57.0,10808,12,Mobile_Bus,0
31.0,B-,21.0,30.0,10264,30,Mobile_Bus,1
37.0,B+,9.0,54.0,14516,7,Hospital,0
46.0,AB-,19.0,41.0,6639,58,Hospital,1
51.0,AB+,20.0,13.0,13634,59,Clinic,0
53.0,AB+,21.0,40.0,10016,37,Mobile_Bus,1
45.0,B-,27.0,15.0,11754,59,Clinic,0
61.0,AB+,20.0,11.0,14573,13,Clinic,1
61.0,AB-,19.0,34.0,2795,43,Mobile_Bus,1
46.0,O-,26.0,53.0,8468,81,Hospital,0
26.0,B+,17.0,,13524,82,Clinic,1
,AB+,1.0,59.0,12524,77,Clinic,1
40.0,O-,26.0,49.0,9727,87,Clinic,1
32.0,O+,22.0,34.0,4816,22,Mobile_Bus,1
44.0,A-,26.0,16.0,10684,34,Hospital,0
18.0,AB-,2.0,53.0,7382,85,Clinic,1
27.0,A-,17.0,51.0,13373,57,Hospital,1
36.0,B+,6.0,56.0,2375,17,Hospital,0
45.0,B+,8.0,33.0,9151,25,Clinic,1
27.0,B-,21.0,30.0,8063,56,Clinic,0
20.0,O-,22.0,8.0,13568,34,Hospital,1
22.0,O-,16.0,39.0,14317,97,Hospital,0
21.0,AB-,26.0,13.0,7444,95,Hospital,1
49.0,B-,20.0,58.0,14503,71,Mobile_Bus,1
31.0,A+,1.0,,9378,79,Clinic,1
28.0,B-,6.0,,11774,39,Mobile_Bus,0
52.0,A-,20.0,45.0,9407,45,Hospital,1
32.0,O+,7.0,26.0,12132,95,Mobile_Bus,0
39.0,B+,4.0,53.0,5589,22,Clinic,1
55.0,A+,12.0,3.0,4958,56,Hospital,1
48.0,O+,,44.0,333,54,Hospital,0
18.0,AB-,29.0,45.0,1847,71,Mobile_Bus,0
55.0,A-,25.0,41.0,3400,72,Hospital,0
52.0,A-,24.0,13.0,9407,30,Clinic,0
52.0,A+,9.0,,12830,46,Mobile_Bus,0
25.0,B+,19.0,6.0,10862,96,Hospital,0
25.0,AB+,4.0,41.0,7174,21,Mobile_Bus,0
61.0,O+,10.0,24.0,7696,93,Clinic,0
18.0,AB-,8.0,19.0,11794,2,Clinic,0
32.0,AB-,13.0,31.0,13868,9,Clinic,0
59.0,O+,15.0,58.0,8944,46,Clinic,1
38.0,AB+,4.0,45.0,13737,53,Clinic,0
38.0,A-,24.0,3.0,11460,59,Hospital,0
57.0,O+,23.0,,5089,10,Mobile_Bus,0
19.0,B-,13.0,41.0,5655,10,Hospital,0
41.0,AB-,2.0,38.0,3184,41,Hospital,0
51.0,AB+,15.0,41.0,6612,73,Hospital,0
60.0,B-,26.0,16.0,10143,16,Clinic,0
42.0,AB+,16.0,38.0,3009,64,Clinic,0
31.0,B-,27.0,19.0,9828,28,Mobile_Bus,0
55.0,A-,28.0,45.0,3744,82,Hospital,1
50.0,AB+,,1.0,6615,81,Hospital,0
,B+,4.0,24.0,12251,27,Clinic,1
26.0,AB+,1.0,47.0,7239,63,Mobile_Bus,0
42.0,AB-,1.0,55.0,10728,32,Clinic,0
60.0,B-,13.0,54.0,5496,74,Mobile_Bus,0
28.0,B+,4.0,54.0,4008,76,Hospital,0
43.0,O+,5.0,35.0,5412,88,Hospital,1
32.0,A-,26.0,24.0,10612,91,Mobile_Bus,0
26.0,O-,2.0,59.0,6464,40,Hospital,1
38.0,AB+,4.0,54.0,6880,15,Hospital,0
53.0,B+,28.0,55.0,8794,97,Hospital,1
27.0,A+,22.0,15.0,8600,56,Mobile_Bus,1
34.0,A+,26.0,12.0,12749,33,Mobile_Bus,0
56.0,AB+,1.0,26.0,3312,6,Mobile_Bus,1
18.0,O-,27.0,44.0,13921,52,Hospital,1
40.0,A-,8.0,4.0,12870,91,Mobile_Bus,1
36.0,B-,,48.0,2669,53,Clinic,0
53.0,AB-,20.0,,8267,57,Hospital,1
21.0,B-,3.0,49.0,11045,56,Hospital,0
21.0,A+,10.0,54.0,4429,3,Hospital,1
34.0,A+,11.0,2.0,12382,93,Hospital,0
29.0,B+,,51.0,14094,55,Clinic,1
60.0,O-,6.0,33.0,3554,17,Hospital,1
58.0,AB-,26.0,51.0,2058,55,Hospital,1
48.0,O-,28.0,15.0,10368,5,Clinic,1
61.0,B+,28.0,11.0,3277,66,Clinic,0
29.0,AB-,18.0,32.0,6602,39,Hospital,0
21.0,A-,9.0,8.0,8182,55,Mobile_Bus,0
48.0,A+,10.0,1.0,14170,93,Mobile_Bus,1
55.0,B+,16.0,41.0,805,81,Hospital,0
19.0,A+,28.0,55.0,14901,33,Clinic,0
34.0,A-,4.0,9.0,10046,95,Mobile_Bus,1
25.0,O-,21.0,22.0,5321,38,Mobile_Bus,0
41.0,AB-,11.0,36.0,10388,12,Mobile_Bus,1
40.0,B-,25.0,25.0,14654,90,Clinic,0
22.0,O-,7.0,19.0,10038,47,Clinic,0
33.0,B+,21.0,47.0,8733,50,Hospital,0
47.0,A+,22.0,28.0,6531,67,Hospital,0
28.0,AB+,20.0,6.0,11626,78,Clinic,1
54.0,A-,3.0,,3272,12,Hospital,1
59.0,B+,10.0,34.0,2313,60,Mobile_Bus,1
58.0,O-,7.0,2.0,4827,84,Hospital,0
20.0,O-,19.0,35.0,6982,51,Hospital,0
37.0,O+,29.0,13.0,11854,80,Clinic,1
52.0,B+,3.0,52.0,4153,26,Mobile_Bus,0
62.0,O-,28.0,34.0,6636,3,Hospital,0
21.0,O+,13.0,46.0,6010,37,Hospital,1
28.0,AB+,,29.0,4352,80,Hospital,0
34.0,O+,12.0,2.0,9589,78,Clinic,0
39.0,B+,16.0,55.0,9404,66,Clinic,0
48.0,B-,12.0,2.0,1323,75,Clinic,0
55.0,A+,18.0,13.0,10259,75,Clinic,0
32.0,B+,28.0,1.0,2907,50,Hospital,0
28.0,A+,29.0,24.0,8474,82,Clinic,0
26.0,B-,29.0,8.0,13800,28,Mobile_Bus,0
64.0,AB+,10.0,51.0,9010,45,Hospital,0
50.0,O+,1.0,18.0,8368,14,Clinic,0
47.0,O-,28.0,18.0,13853,75,Clinic,0
50.0,O+,24.0,25.0,1432,74,Mobile_Bus,1
59.0,AB+,1.0,57.0,5517,53,Mobile_Bus,0
59.0,AB+,19.0,28.0,995,15,Mobile_Bus,1
27.0,O+,6.0,43.0,3492,21,Clinic,0
57.0,A+,29.0,48.0,12601,15,Hospital,1
22.0,AB-,4.0,7.0,7820,29,Hospital,0
28.0,AB-,4.0,8.0,3335,88,Hospital,0
56.0,A+,19.0,5.0,1459,26,Hospital,0
39.0,A-,26.0,44.0,9972,96,Clinic,0
,O+,4.0,,5533,10,Clinic,1
63.0,A+,17.0,41.0,1695,84,Clinic,0
28.0,B+,5.0,36.0,13059,51,Clinic,1
58.0,B+,20.0,40.0,3953,62,Clinic,1
37.0,B+,14.0,14.0,3078,51,Hospital,1
62.0,AB+,,28.0,13170,80,Mobile_Bus,0
60.0,B+,14.0,26.0,12825,11,Mobile_Bus,0
61.0,A-,5.0,23.0,2991,92,Hospital,1
53.0,AB-,13.0,59.0,6130,98,Hospital,0
45.0,B+,29.0,34.0,2058,98,Hospital,0
61.0,B+,6.0,37.0,13334,35,Clinic,0
42.0,O-,,8.0,14802,82,Hospital,0
60.0,O-,1.0,58.0,5225,7,Mobile_Bus,0
39.0,AB-,4.0,,1133,17,Clinic,0
57.0,B+,25.0,5.0,3748,33,Clinic,0
42.0,A-,5.0,2.0,1700,16,Hospital,1
36.0,O-,6.0,34.0,12314,32,Mobile_Bus,1
54.0,A+,,7.0,999999,40,Clinic,0
48.0,AB+,8.0,44.0,5492,90,Mobile_Bus,0
47.0,B-,4.0,34.0,10084,86,Hospital,0
26.0,O-,10.0,37.0,8807,96,Clinic,1
42.0,O-,20.0,9.0,4191,62,Clinic,0
49.0,B-,21.0,26.0,6719,76,Hospital,1
22.0,AB+,8.0,49.0,10554,51,Clinic,1
32.0,B-,20.0,22.0,10493,47,Clinic,1
59.0,B+,23.0,44.0,7101,43,Hospital,1
24.0,AB-,23.0,22.0,13193,10,Mobile_Bus,0
41.0,A-,27.0,59.0,658,18,Mobile_Bus,0
36.0,A+,3.0,34.0,10084,58,Clinic,1
,O-,1.0,10.0,8438,71,Mobile_Bus,0
30.0,AB-,4.0,47.0,6981,76,Clinic,1
23.0,B+,9.0,33.0,9365,48,Clinic,1
40.0,AB-,7.0,,3039,95,Clinic,0
54.0,O-,1.0,31.0,12172,2,Hospital,1
60.0,AB+,16.0,54.0,533,71,Hospital,0
,B-,6.0,1.0,11992,19,Hospital,0
30.0,O+,1.0,43.0,11068,50,Hospital,1
36.0,A+,17.0,38.0,3738,65,Hospital,1
54.0,B+,,40.0,8063,25,Mobile_Bus,1
33.0,O-,,7.0,6532,31,Mobile_Bus,1
24.0,O+,1.0,36.0,8615,83,Clinic,1
34.0,AB-,21.0,6.0,5783,50,Clinic,1
44.0,AB-,11.0,53.0,11183,72,Mobile_Bus,1
57.0,AB+,4.0,14.0,3671,98,Hospital,1
59.0,B-,25.0,50.0,2922,4,Mobile_Bus,1
56.0,AB+,11.0,55.0,9985,34,Clinic,0
29.0,AB-,7.0,46.0,11403,12,Hospital,0
35.0,O+,24.0,,12391,49,Hospital,1
44.0,AB-,9.0,58.0,8580,34,Hospital,0
42.0,O+,,19.0,2302,87,Hospital,1
21.0,A+,20.0,1.0,7418,73,Hospital,0
63.0,AB-,13.0,50.0,14641,93,Clinic,0
43.0,O+,18.0,59.0,6206,86,Hospital,1
20.0,B+,,5.0,4447,98,Mobile_Bus,0
33.0,A-,15.0,59.0,13427,64,Clinic,1
48.0,O-,8.0,36.0,6085,29,Clinic,1
,A+,27.0,29.0,12632,72,Hospital,1
41.0,A-,15.0,25.0,11081,25,Clinic,1
41.0,AB-,1.0,12.0,7930,46,Hospital,1
39.0,O-,4.0,5.0,11623,45,Clinic,0
28.0,O-,10.0,14.0,6538,60,Mobile_Bus,1
26.0,B-,14.0,24.0,4964,53,Clinic,1
46.0,AB-,8.0,22.0,14960,32,Mobile_Bus,1
64.0,A-,1.0,44.0,3487,26,Mobile_Bus,1
51.0,O-,18.0,8.0,2960,44,Clinic,0
35.0,O+,2.0,3.0,4784,16,Clinic,0
49.0,A+,16.0,32.0,5894,90,Clinic,1
57.0,B+,3.0,51.0,7105,86,Hospital,0
62.0,O-,15.0,7.0,11495,10,Hospital,0
51.0,A-,17.0,3.0,14188,40,Clinic,0
,B-,7.0,38.0,12619,85,Mobile_Bus,0
37.0,B+,28.0,30.0,13829,7,Hospital,0
52.0,O-,25.0,26.0,12230,79,Hospital,0
24.0,AB+,1.0,,12332,40,Hospital,0
42.0,AB-,9.0,11.0,10500,96,Clinic,1
55.0,A-,8.0,13.0,4092,5,Hospital,0
45.0,B-,15.0,32.0,4825,50,Mobile_Bus,0
,O+,20.0,26.0,3176,25,Clinic,0
46.0,O-,17.0,32.0,6134,43,Hospital,1
49.0,B-,11.0,43.0,12669,36,Clinic,1
40.0,A-,23.0,7.0,6667,71,Hospital,1
56.0,B+,3.0,24.0,12159,53,Hospital,1
35.0,O+,17.0,45.0,10741,6,Clinic,0
45.0,AB+,18.0,42.0,11769,23,Hospital,0
47.0,AB-,28.0,25.0,7388,91,Mobile_Bus,0
,B-,5.0,50.0,13010,85,Clinic,1
36.0,B-,13.0,51.0,11617,18,Hospital,0
30.0,A-,28.0,13.0,2927,84,Hospital,1
57.0,AB-,5.0,43.0,10685,59,Hospital,1
53.0,A+,22.0,12.0,9725,5,Mobile_Bus,0
18.0,A-,26.0,50.0,2923,42,Clinic,0
37.0,AB+,,48.0,10135,59,Clinic,1
25.0,O-,23.0,50.0,4548,24,Hospital,0
62.0,O+,23.0,24.0,14095,41,Hospital,0
49.0,AB+,1.0,56.0,12698,62,Clinic,1
,A+,12.0,3.0,13872,89,Mobile_Bus,1
36.0,AB-,4.0,10.0,14433,41,Clinic,1
55.0,B-,,27.0,6011,1,Clinic,0
46.0,B+,18.0,6.0,13007,48,Clinic,1
43.0,B+,14.0,21.0,14011,52,Hospital,1
38.0,A+,17.0,53.0,623,35,Mobile_Bus,0
59.0,A-,18.0,4.0,12050,50,Clinic,0
43.0,A-,8.0,29.0,4643,83,Mobile_Bus,0
25.0,AB-,19.0,3.0,5551,60,Hospital,0
45.0,O+,23.0,21.0,2704,1,Clinic,0
35.0,A+,17.0,2.0,14850,83,Mobile_Bus,1
24.0,O-,11.0,11.0,10993,63,Clinic,0
37.0,AB+,,,1154,30,Clinic,1
33.0,A+,22.0,26.0,8029,45,Hospital,0
49.0,B-,24.0,32.0,2020,4,Mobile_Bus,0
55.0,O+,6.0,54.0,9763,29,Clinic,0
60.0,AB+,9.0,9.0,8351,65,Hospital,1
62.0,O-,11.0,24.0,7863,73,Hospital,1
19.0,B+,20.0,33.0,12494,60,Hospital,1
32.0,AB+,8.0,7.0,1785,13,Hospital,0
61.0,B-,22.0,,3837,38,Clinic,1
20.0,A+,7.0,43.0,7158,36,Mobile_Bus,1
63.0,B+,8.0,30.0,12614,49,Clinic,0
44.0,B-,1.0,46.0,8764,84,Clinic,0
34.0,B-,7.0,54.0,999999,67,Clinic,0
25.0,B-,20.0,2.0,1358,24,Clinic,0
54.0,B+,21.0,23.0,3975,91,Clinic,0
56.0,A+,24.0,,12813,26,Mobile_Bus,0
60.0,B-,21.0,19.0,617,71,Mobile_Bus,0
59.0,O+,12.0,54.0,10146,58,Clinic,0
54.0,B-,4.0,20.0,1372,90,Hospital,1
63.0,A+,17.0,12.0,5629,51,Clinic,1
56.0,AB+,12.0,53.0,13431,6,Hospital,1
51.0,B+,19.0,25.0,5733,12,Hospital,0
50.0,O+,10.0,18.0,2487,31,Hospital,1
45.0,B-,6.0,42.0,6504,62,Mobile_Bus,0
29.0,A+,26.0,52.0,6789,74,Mobile_Bus,1
24.0,AB-,28.0,23.0,2721,90,Clinic,0
26.0,B-,,31.0,4384,52,Hospital,0
43.0,O+,6.0,14.0,2770,65,Clinic,0
58.0,O-,9.0,18.0,1393,47,Hospital,1
48.0,A-,26.0,17.0,6963,66,Hospital,1
29.0,AB+,8.0,16.0,1207,12,Hospital,0
51.0,O-,22.0,16.0,11630,6,Mobile_Bus,0
57.0,O+,26.0,19.0,13371,71,Mobile_Bus,0
52.0,B-,3.0,40.0,9163,4,Hospital,0
42.0,A+,24.0,12.0,13248,62,Hospital,0
23.0,O-,18.0,39.0,699,92,Clinic,0
62.0,B+,4.0,42.0,2409,80,Hospital,1
42.0,AB-,22.0,46.0,14812,76,Hospital,1
53.0,A+,2.0,37.0,2524,13,Mobile_Bus,1
18.0,AB+,8.0,16.0,5595,84,Clinic,1
47.0,O-,17.0,27.0,8958,65,Clinic,1
35.0,O+,6.0,59.0,2516,77,Hospital,1
58.0,O-,16.0,23.0,11608,32,Clinic,1
36.0,AB+,20.0,48.0,447,62,Hospital,1
21.0,B-,21.0,53.0,11523,42,Clinic,1
52.0,B+,4.0,,9693,62,Mobile_Bus,0
24.0,AB+,17.0,48.0,10706,11,Mobile_Bus,0
51.0,A-,20.0,22.0,2119,22,Hospital,0
60.0,AB+,7.0,38.0,11420,18,Clinic,0
29.0,A+,10.0,12.0,14893,77,Hospital,1
26.0,AB-,4.0,36.0,12243,94,Mobile_Bus,0
28.0,A+,19.0,11.0,979,57,Mobile_Bus,0
57.0,A+,12.0,3.0,3178,2,Hospital,1
40.0,AB+,29.0,28.0,11228,34,Hospital,1
41.0,A+,,27.0,11775,25,Clinic,1
62.0,A+,,,12726,65,Mobile_Bus,0
60.0,B+,16.0,33.0,10004,15,Hospital,1
59.0,AB+,15.0,16.0,13612,60,Clinic,0
58.0,AB-,26.0,47.0,5550,37,Mobile_Bus,0
57.0,B+,10.0,9.0,2768,27,Mobile_Bus,1
54.0,B+,15.0,28.0,11655,16,Clinic,0
40.0,AB-,28.0,32.0,8302,69,Mobile_Bus,1
54.0,B-,10.0,44.0,8388,53,Hospital,0
63.0,O-,4.0,16.0,3423,33,Clinic,1
33.0,A+,23.0,58.0,11967,24,Mobile_Bus,0
28.0,A+,1.0,50.0,3813,88,Clinic,0
60.0,AB-,21.0,25.0,3861,47,Mobile_Bus,1
55.0,B-,21.0,59.0,10421,25,Clinic,1
24.0,B-,20.0,38.0,11960,55,Clinic,0
34.0,B+,15.0,19.0,14948,16,Clinic,0
57.0,B-,3.0,34.0,4063,83,Clinic,1
40.0,A+,23.0,9.0,10921,6,Hospital,0
51.0,AB-,9.0,53.0,2530,63,Mobile_Bus,0
60.0,O-,27.0,15.0,10276,96,Clinic,0
58.0,AB+,11.0,29.0,14531,70,Clinic,1
30.0,A+,15.0,36.0,2157,11,Mobile_Bus,1
31.0,A+,1.0,27.0,8918,10,Clinic,1
32.0,A+,14.0,56.0,7150,36,Clinic,1
22.0,AB+,17.0,16.0,6897,17,Mobile_Bus,1
,B+,15.0,47.0,4191,34,Hospital,0
64.0,B+,20.0,42.0,4024,38,Mobile_Bus,0
29.0,A-,8.0,38.0,6029,19,Clinic,1
34.0,O-,1.0,18.0,5096,5,Clinic,0
42.0,B-,5.0,57.0,3635,87,Mobile_Bus,0
55.0,O-,23.0,39.0,9683,7,Hospital,0
19.0,B-,1.0,37.0,14944,20,Mobile_Bus,0
50.0,AB+,,50.0,2270,47,Hospital,0
46.0,O-,16.0,,4496,52,Hospital,0
36.0,O+,10.0,30.0,10856,23,Clinic,1
54.0,A-,8.0,40.0,3051,35,Clinic,1
20.0,O+,24.0,21.0,2857,64,Mobile_Bus,0
31.0,B-,28.0,37.0,13601,49,Clinic,0
,A+,28.0,16.0,9796,25,Hospital,0
61.0,O+,12.0,18.0,9694,25,Mobile_Bus,0
59.0,A-,2.0,56.0,3122,71,Clinic,1
52.0,B+,25.0,14.0,8888,18,Hospital,1
42.0,O-,6.0,40.0,2233,33,Mobile_Bus,1
40.0,AB-,17.0,34.0,2885,98,Hospital,1
24.0,AB-,16.0,,14209,49,Mobile_Bus,1
48.0,O+,25.0,7.0,14973,23,Mobile_Bus,1
41.0,B+,26.0,26.0,2298,32,Mobile_Bus,1
,A+,25.0,17.0,994,81,Hospital,0
38.0,A+,1.0,6.0,369,70,Clinic,1
54.0,AB+,26.0,59.0,10804,49,Mobile_Bus,1
54.0,O-,4.0,57.0,6208,48,Hospital,1
31.0,B-,26.0,40.0,14902,45,Hospital,1
40.0,A+,10.0,48.0,6214,76,Mobile_Bus,1
54.0,O+,11.0,36.0,5960,42,Clinic,1
39.0,AB-,26.0,56.0,7875,87,Mobile_Bus,1
56.0,AB-,8.0,43.0,5108,30,Clinic,1
27.0,O+,13.0,18.0,12472,93,Hospital,1
38.0,A+,27.0,42.0,11844,91,Hospital,0
61.0,B+,14.0,,9320,17,Hospital,1
32.0,AB-,21.0,3.0,9479,40,Mobile_Bus,0
63.0,B-,10.0,5.0,302,72,Hospital,0
32.0,A+,26.0,15.0,10137,17,Hospital,1
37.0,AB-,21.0,22.0,10946,72,Clinic,1
31.0,B+,21.0,17.0,6155,67,Hospital,1
27.0,B-,28.0,39.0,3971,82,Hospital,1
27.0,O+,29.0,23.0,985,36,Clinic,0
63.0,O+,12.0,49.0,2597,42,Mobile_Bus,1
22.0,AB-,27.0,52.0,3582,26,Mobile_Bus,1
26.0,O+,,12.0,11932,7,Hospital,1
56.0,B+,21.0,25.0,9148,58,Mobile_Bus,0
31.0,AB-,14.0,49.0,9487,6,Clinic,1
64.0,AB-,3.0,44.0,8415,37,Mobile_Bus,0
30.0,O-,,38.0,347,26,Mobile_Bus,1
50.0,O+,26.0,43.0,11205,78,Mobile_Bus,1
63.0,O-,18.0,25.0,12209,70,Hospital,1
23.0,O-,1.0,43.0,8149,77,Hospital,0
46.0,A+,7.0,37.0,1018,70,Mobile_Bus,1
64.0,AB-,6.0,59.0,1124,82,Mobile_Bus,1
26.0,B+,4.0,5.0,10136,76,Clinic,1
37.0,O-,27.0,32.0,12692,86,Clinic,1
54.0,O-,17.0,12.0,640,98,Mobile_Bus,0
39.0,AB-,18.0,24.0,13561,1,Clinic,0
34.0,AB+,6.0,57.0,8959,37,Clinic,1
61.0,A+,16.0,57.0,9827,83,Mobile_Bus,1
46.0,A+,11.0,30.0,3717,53,Clinic,1
29.0,A+,25.0,31.0,1170,14,Hospital,0
30.0,A-,16.0,34.0,5721,77,Clinic,0
44.0,AB-,4.0,56.0,12907,59,Mobile_Bus,1
61.0,O+,18.0,13.0,4416,63,Mobile_Bus,1
28.0,B-,25.0,,3388,97,Clinic,1
24.0,B-,16.0,34.0,12389,40,Clinic,1
37.0,O-,29.0,5.0,12064,51,Hospital,0
33.0,A-,6.0,22.0,7011,61,Clinic,0
21.0,B+,20.0,24.0,457,70,Hospital,1
64.0,B-,12.0,27.0,2846,68,Clinic,1
30.0,A-,10.0,34.0,10096,20,Clinic,0
58.0,O+,12.0,16.0,4719,11,Mobile_Bus,0
61.0,A+,24.0,4.0,11338,3,Clinic,0
29.0,AB+,6.0,37.0,467,67,Clinic,0
53.0,AB-,28.0,49.0,10464,19,Clinic,0
21.0,O+,5.0,28.0,4576,69,Mobile_Bus,0
51.0,B+,25.0,7.0,1263,9,Clinic,0
48.0,AB-,,59.0,14753,42,Clinic,1
64.0,O-,7.0,8.0,4615,89,Mobile_Bus,1
18.0,B-,9.0,11.0,3578,35,Clinic,1
24.0,O-,13.0,52.0,2999,29,Clinic,0
42.0,O+,1.0,50.0,14488,13,Mobile_Bus,0
51.0,AB-,8.0,34.0,7437,71,Mobile_Bus,1
49.0,AB-,2.0,42.0,13173,24,Hospital,0
150.0,B-,29.0,10.0,6505,68,Hospital,0
30.0,A+,29.0,28.0,10490,38,Mobile_Bus,0
35.0,B+,25.0,30.0,727,36,Mobile_Bus,0
25.0,B-,17.0,43.0,4143,80,Clinic,1
,AB+,27.0,18.0,863,68,Mobile_Bus,1
35.0,A+,,58.0,14178,25,Hospital,1
39.0,B+,8.0,34.0,14200,17,Mobile_Bus,1
28.0,A+,18.0,6.0,4119,57,Clinic,1
54.0,A-,26.0,29.0,5045,27,Clinic,1
43.0,B-,3.0,52.0,10626,81,Clinic,0
63.0,AB+,16.0,8.0,8115,24,Clinic,0
48.0,A-,1.0,24.0,10485,64,Clinic,0
60.0,A-,29.0,50.0,3828,82,Mobile_Bus,1
31.0,O+,27.0,44.0,5306,74,Clinic,1
46.0,AB-,6.0,28.0,11337,46,Hospital,0
54.0,AB-,29.0,6.0,382,70,Mobile_Bus,1
150.0,A-,25.0,3.0,6764,69,Clinic,0
23.0,O+,21.0,23.0,12068,87,Hospital,1
60.0,A+,,59.0,6230,86,Hospital,0
22.0,A+,14.0,39.0,3519,1,Mobile_Bus,0
,A+,20.0,43.0,8267,51,Hospital,1
62.0,B+,29.0,3.0,12780,38,Mobile_Bus,1
55.0,O-,23.0,,12614,39,Clinic,1
42.0,A+,18.0,6.0,622,4,Mobile_Bus,0
36.0,O-,8.0,10.0,9602,27,Hospital,0
39.0,A-,7.0,5.0,12315,47,Clinic,1
